DailyReadinessKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;score;contributors;temperature_deviation;day;timestamp
user_increasing_dailyreadiness_20250413_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250413_1;76;{"hrv_balance":78,"resting_heart_rate":75,"recovery_index":73,"body_temperature":89,"previous_night":80,"previous_day_activity":62,"sleep_balance":79,"activity_balance":70,"sleep_regularity":84};0.17;2025-04-13;2025-04-13T04:00:00-04:00
user_increasing_dailyreadiness_20250414_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250414_1;77;{"hrv_balance":67,"resting_heart_rate":66,"recovery_index":71,"body_temperature":86,"previous_night":79,"previous_day_activity":94,"sleep_balance":79,"activity_balance":77,"sleep_regularity":86};0.24;2025-04-14;2025-04-14T04:00:00-04:00
user_increasing_dailyreadiness_20250415_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250415_1;79;{"hrv_balance":74,"resting_heart_rate":71,"recovery_index":78,"body_temperature":92,"previous_night":80,"previous_day_activity":90,"sleep_balance":78,"activity_balance":74,"sleep_regularity":84};0.02;2025-04-15;2025-04-15T04:00:00-04:00
user_increasing_dailyreadiness_20250416_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250416_1;78;{"hrv_balance":73,"resting_heart_rate":68,"recovery_index":76,"body_temperature":90,"previous_night":77,"previous_day_activity":92,"sleep_balance":78,"activity_balance":71,"sleep_regularity":88};0.18;2025-04-16;2025-04-16T04:00:00-04:00
user_increasing_dailyreadiness_20250417_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250417_1;81;{"hrv_balance":73,"resting_heart_rate":77,"recovery_index":81,"body_temperature":84,"previous_night":78,"previous_day_activity":89,"sleep_balance":78,"activity_balance":73,"sleep_regularity":89};-0.17;2025-04-17;2025-04-17T04:00:00-04:00
user_increasing_dailyreadiness_20250418_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250418_1;78;{"hrv_balance":80,"resting_heart_rate":66,"recovery_index":76,"body_temperature":97,"previous_night":78,"previous_day_activity":79,"sleep_balance":80,"activity_balance":74,"sleep_regularity":81};-0.01;2025-04-18;2025-04-18T04:00:00-04:00
user_increasing_dailyreadiness_20250419_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250419_1;79;{"hrv_balance":86,"resting_heart_rate":86,"recovery_index":83,"body_temperature":95,"previous_night":69,"previous_day_activity":80,"sleep_balance":81,"activity_balance":78,"sleep_regularity":62};0.08;2025-04-19;2025-04-19T04:00:00-04:00
user_increasing_dailyreadiness_20250420_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250420_1;75;{"hrv_balance":82,"resting_heart_rate":64,"recovery_index":62,"body_temperature":89,"previous_night":80,"previous_day_activity":64,"sleep_balance":80,"activity_balance":68,"sleep_regularity":82};0.14;2025-04-20;2025-04-20T04:00:00-04:00
user_increasing_dailyreadiness_20250421_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250421_1;81;{"hrv_balance":83,"resting_heart_rate":70,"recovery_index":79,"body_temperature":95,"previous_night":77,"previous_day_activity":94,"sleep_balance":79,"activity_balance":76,"sleep_regularity":84};0.07;2025-04-21;2025-04-21T04:00:00-04:00
user_increasing_dailyreadiness_20250422_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250422_1;82;{"hrv_balance":83,"resting_heart_rate":72,"recovery_index":78,"body_temperature":91,"previous_night":79,"previous_day_activity":89,"sleep_balance":78,"activity_balance":74,"sleep_regularity":84};0.03;2025-04-22;2025-04-22T04:00:00-04:00
user_increasing_dailyreadiness_20250423_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250423_1;80;{"hrv_balance":85,"resting_heart_rate":83,"recovery_index":83,"body_temperature":84,"previous_night":77,"previous_day_activity":94,"sleep_balance":76,"activity_balance":80,"sleep_regularity":77};0.18;2025-04-23;2025-04-23T04:00:00-04:00
user_increasing_dailyreadiness_20250424_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250424_1;80;{"hrv_balance":77,"resting_heart_rate":83,"recovery_index":84,"body_temperature":75,"previous_night":73,"previous_day_activity":84,"sleep_balance":77,"activity_balance":81,"sleep_regularity":79};0.27;2025-04-24;2025-04-24T04:00:00-04:00
user_increasing_dailyreadiness_20250425_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250425_1;82;{"hrv_balance":84,"resting_heart_rate":82,"recovery_index":85,"body_temperature":95,"previous_night":79,"previous_day_activity":94,"sleep_balance":80,"activity_balance":79,"sleep_regularity":76};-0.04;2025-04-25;2025-04-25T04:00:00-04:00
user_increasing_dailyreadiness_20250426_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250426_1;81;{"hrv_balance":75,"resting_heart_rate":65,"recovery_index":70,"body_temperature":89,"previous_night":76,"previous_day_activity":92,"sleep_balance":83,"activity_balance":84,"sleep_regularity":88};0.13;2025-04-26;2025-04-26T04:00:00-04:00
user_increasing_dailyreadiness_20250427_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250427_1;78;{"hrv_balance":72,"resting_heart_rate":73,"recovery_index":73,"body_temperature":91,"previous_night":80,"previous_day_activity":57,"sleep_balance":82,"activity_balance":77,"sleep_regularity":89};0.08;2025-04-27;2025-04-27T04:00:00-04:00
user_increasing_dailyreadiness_20250428_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250428_1;78;{"hrv_balance":68,"resting_heart_rate":70,"recovery_index":78,"body_temperature":89,"previous_night":71,"previous_day_activity":95,"sleep_balance":81,"activity_balance":82,"sleep_regularity":58};0.09;2025-04-28;2025-04-28T04:00:00-04:00
user_increasing_dailyreadiness_20250429_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250429_1;83;{"hrv_balance":75,"resting_heart_rate":74,"recovery_index":78,"body_temperature":95,"previous_night":83,"previous_day_activity":90,"sleep_balance":80,"activity_balance":82,"sleep_regularity":89};-0.00;2025-04-29;2025-04-29T04:00:00-04:00
user_increasing_dailyreadiness_20250430_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250430_1;82;{"hrv_balance":73,"resting_heart_rate":75,"recovery_index":79,"body_temperature":96,"previous_night":85,"previous_day_activity":91,"sleep_balance":81,"activity_balance":83,"sleep_regularity":88};0.02;2025-04-30;2025-04-30T04:00:00-04:00
user_increasing_dailyreadiness_20250501_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250501_1;81;{"hrv_balance":71,"resting_heart_rate":72,"recovery_index":78,"body_temperature":86,"previous_night":80,"previous_day_activity":81,"sleep_balance":82,"activity_balance":80,"sleep_regularity":92};0.20;2025-05-01;2025-05-01T04:00:00-04:00
user_increasing_dailyreadiness_20250502_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250502_1;78;{"hrv_balance":75,"resting_heart_rate":69,"recovery_index":73,"body_temperature":78,"previous_night":77,"previous_day_activity":90,"sleep_balance":81,"activity_balance":78,"sleep_regularity":84};0.25;2025-05-02;2025-05-02T04:00:00-04:00
user_increasing_dailyreadiness_20250503_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250503_1;83;{"hrv_balance":82,"resting_heart_rate":77,"recovery_index":81,"body_temperature":91,"previous_night":79,"previous_day_activity":88,"sleep_balance":82,"activity_balance":78,"sleep_regularity":87};-0.04;2025-05-03;2025-05-03T04:00:00-04:00
user_increasing_dailyreadiness_20250504_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250504_1;74;{"hrv_balance":76,"resting_heart_rate":68,"recovery_index":60,"body_temperature":94,"previous_night":77,"previous_day_activity":58,"sleep_balance":82,"activity_balance":75,"sleep_regularity":84};0.11;2025-05-04;2025-05-04T04:00:00-04:00
user_increasing_dailyreadiness_20250505_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250505_1;87;{"hrv_balance":83,"resting_heart_rate":72,"recovery_index":79,"body_temperature":97,"previous_night":84,"previous_day_activity":95,"sleep_balance":84,"activity_balance":82,"sleep_regularity":90};-0.01;2025-05-05;2025-05-05T04:00:00-04:00
user_increasing_dailyreadiness_20250506_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250506_1;81;{"hrv_balance":84,"resting_heart_rate":69,"recovery_index":77,"body_temperature":91,"previous_night":81,"previous_day_activity":80,"sleep_balance":84,"activity_balance":80,"sleep_regularity":89};0.10;2025-05-06;2025-05-06T04:00:00-04:00
user_increasing_dailyreadiness_20250507_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250507_1;84;{"hrv_balance":87,"resting_heart_rate":90,"recovery_index":86,"body_temperature":90,"previous_night":81,"previous_day_activity":83,"sleep_balance":83,"activity_balance":82,"sleep_regularity":90};-0.01;2025-05-07;2025-05-07T04:00:00-04:00
user_increasing_dailyreadiness_20250508_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250508_1;83;{"hrv_balance":78,"resting_heart_rate":71,"recovery_index":78,"body_temperature":86,"previous_night":84,"previous_day_activity":87,"sleep_balance":84,"activity_balance":81,"sleep_regularity":93};-0.10;2025-05-08;2025-05-08T04:00:00-04:00
user_increasing_dailyreadiness_20250509_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250509_1;81;{"hrv_balance":72,"resting_heart_rate":59,"recovery_index":67,"body_temperature":92,"previous_night":78,"previous_day_activity":93,"sleep_balance":83,"activity_balance":85,"sleep_regularity":89};-0.02;2025-05-09;2025-05-09T04:00:00-04:00
user_increasing_dailyreadiness_20250510_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250510_1;85;{"hrv_balance":88,"resting_heart_rate":78,"recovery_index":83,"body_temperature":95,"previous_night":83,"previous_day_activity":89,"sleep_balance":83,"activity_balance":84,"sleep_regularity":90};0.05;2025-05-10;2025-05-10T04:00:00-04:00
user_increasing_dailyreadiness_20250511_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250511_1;87;{"hrv_balance":86,"resting_heart_rate":83,"recovery_index":87,"body_temperature":92,"previous_night":82,"previous_day_activity":89,"sleep_balance":83,"activity_balance":82,"sleep_regularity":91};0.10;2025-05-11;2025-05-11T04:00:00-04:00
user_increasing_dailyreadiness_20250512_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250512_1;85;{"hrv_balance":83,"resting_heart_rate":78,"recovery_index":84,"body_temperature":92,"previous_night":84,"previous_day_activity":95,"sleep_balance":83,"activity_balance":85,"sleep_regularity":91};0.05;2025-05-12;2025-05-12T04:00:00-04:00
user_increasing_dailyreadiness_20250513_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250513_1;86;{"hrv_balance":83,"resting_heart_rate":83,"recovery_index":84,"body_temperature":98,"previous_night":83,"previous_day_activity":91,"sleep_balance":84,"activity_balance":83,"sleep_regularity":93};0.03;2025-05-13;2025-05-13T04:00:00-04:00
user_increasing_dailyreadiness_20250514_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250514_1;86;{"hrv_balance":81,"resting_heart_rate":83,"recovery_index":87,"body_temperature":76,"previous_night":82,"previous_day_activity":95,"sleep_balance":83,"activity_balance":87,"sleep_regularity":91};0.38;2025-05-14;2025-05-14T04:00:00-04:00
user_increasing_dailyreadiness_20250515_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250515_1;86;{"hrv_balance":80,"resting_heart_rate":84,"recovery_index":87,"body_temperature":92,"previous_night":82,"previous_day_activity":89,"sleep_balance":82,"activity_balance":80,"sleep_regularity":90};0.15;2025-05-15;2025-05-15T04:00:00-04:00
user_increasing_dailyreadiness_20250516_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250516_1;76;{"hrv_balance":80,"resting_heart_rate":71,"recovery_index":79,"body_temperature":90,"previous_night":68,"previous_day_activity":92,"sleep_balance":81,"activity_balance":84,"sleep_regularity":58};-0.02;2025-05-16;2025-05-16T04:00:00-04:00
user_increasing_dailyreadiness_20250517_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250517_1;85;{"hrv_balance":87,"resting_heart_rate":80,"recovery_index":85,"body_temperature":87,"previous_night":83,"previous_day_activity":91,"sleep_balance":81,"activity_balance":85,"sleep_regularity":89};0.18;2025-05-17;2025-05-17T04:00:00-04:00
user_increasing_dailyreadiness_20250518_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250518_1;77;{"hrv_balance":86,"resting_heart_rate":66,"recovery_index":66,"body_temperature":91,"previous_night":80,"previous_day_activity":64,"sleep_balance":80,"activity_balance":76,"sleep_regularity":85};0.11;2025-05-18;2025-05-18T04:00:00-04:00
user_increasing_dailyreadiness_20250519_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250519_1;75;{"hrv_balance":72,"resting_heart_rate":63,"recovery_index":67,"body_temperature":81,"previous_night":78,"previous_day_activity":96,"sleep_balance":78,"activity_balance":80,"sleep_regularity":85};0.31;2025-05-19;2025-05-19T04:00:00-04:00
user_increasing_dailyreadiness_20250520_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250520_1;74;{"hrv_balance":72,"resting_heart_rate":61,"recovery_index":67,"body_temperature":74,"previous_night":73,"previous_day_activity":79,"sleep_balance":76,"activity_balance":74,"sleep_regularity":84};0.18;2025-05-20;2025-05-20T04:00:00-04:00
user_increasing_dailyreadiness_20250521_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250521_1;79;{"hrv_balance":78,"resting_heart_rate":68,"recovery_index":71,"body_temperature":80,"previous_night":77,"previous_day_activity":79,"sleep_balance":78,"activity_balance":79,"sleep_regularity":87};0.04;2025-05-21;2025-05-21T04:00:00-04:00
user_increasing_dailyreadiness_20250522_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250522_1;75;{"hrv_balance":75,"resting_heart_rate":72,"recovery_index":76,"body_temperature":62,"previous_night":72,"previous_day_activity":82,"sleep_balance":77,"activity_balance":79,"sleep_regularity":89};0.63;2025-05-22;2025-05-22T04:00:00-04:00
user_increasing_dailyreadiness_20250523_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250523_1;81;{"hrv_balance":72,"resting_heart_rate":72,"recovery_index":77,"body_temperature":86,"previous_night":78,"previous_day_activity":93,"sleep_balance":82,"activity_balance":81,"sleep_regularity":82};0.21;2025-05-23;2025-05-23T04:00:00-04:00
user_increasing_dailyreadiness_20250524_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250524_1;79;{"hrv_balance":79,"resting_heart_rate":67,"recovery_index":69,"body_temperature":84,"previous_night":76,"previous_day_activity":86,"sleep_balance":81,"activity_balance":77,"sleep_regularity":88};0.16;2025-05-24;2025-05-24T04:00:00-04:00
user_increasing_dailyreadiness_20250525_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250525_1;77;{"hrv_balance":79,"resting_heart_rate":76,"recovery_index":71,"body_temperature":93,"previous_night":83,"previous_day_activity":52,"sleep_balance":81,"activity_balance":74,"sleep_regularity":86};0.12;2025-05-25;2025-05-25T04:00:00-04:00
user_increasing_dailyreadiness_20250526_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250526_1;84;{"hrv_balance":75,"resting_heart_rate":78,"recovery_index":82,"body_temperature":96,"previous_night":86,"previous_day_activity":96,"sleep_balance":83,"activity_balance":89,"sleep_regularity":87};-0.04;2025-05-26;2025-05-26T04:00:00-04:00
user_increasing_dailyreadiness_20250527_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250527_1;75;{"hrv_balance":65,"resting_heart_rate":63,"recovery_index":70,"body_temperature":83,"previous_night":83,"previous_day_activity":93,"sleep_balance":83,"activity_balance":83,"sleep_regularity":90};0.26;2025-05-27;2025-05-27T04:00:00-04:00
user_increasing_dailyreadiness_20250528_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250528_1;89;{"hrv_balance":91,"resting_heart_rate":83,"recovery_index":86,"body_temperature":87,"previous_night":84,"previous_day_activity":94,"sleep_balance":85,"activity_balance":85,"sleep_regularity":93};-0.12;2025-05-28;2025-05-28T04:00:00-04:00
user_increasing_dailyreadiness_20250529_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250529_1;89;{"hrv_balance":86,"resting_heart_rate":82,"recovery_index":86,"body_temperature":96,"previous_night":83,"previous_day_activity":91,"sleep_balance":85,"activity_balance":86,"sleep_regularity":92};0.04;2025-05-29;2025-05-29T04:00:00-04:00
user_increasing_dailyreadiness_20250530_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250530_1;85;{"hrv_balance":79,"resting_heart_rate":80,"recovery_index":88,"body_temperature":95,"previous_night":83,"previous_day_activity":84,"sleep_balance":85,"activity_balance":85,"sleep_regularity":84};-0.05;2025-05-30;2025-05-30T04:00:00-04:00
user_increasing_dailyreadiness_20250531_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250531_1;86;{"hrv_balance":90,"resting_heart_rate":88,"recovery_index":89,"body_temperature":81,"previous_night":83,"previous_day_activity":82,"sleep_balance":87,"activity_balance":86,"sleep_regularity":90};-0.19;2025-05-31;2025-05-31T04:00:00-04:00
user_increasing_dailyreadiness_20250601_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250601_1;80;{"hrv_balance":88,"resting_heart_rate":78,"recovery_index":73,"body_temperature":81,"previous_night":84,"previous_day_activity":62,"sleep_balance":86,"activity_balance":83,"sleep_regularity":93};0.21;2025-06-01;2025-06-01T04:00:00-04:00
user_increasing_dailyreadiness_20250602_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250602_1;88;{"hrv_balance":78,"resting_heart_rate":85,"recovery_index":87,"body_temperature":82,"previous_night":84,"previous_day_activity":95,"sleep_balance":87,"activity_balance":84,"sleep_regularity":93};0.20;2025-06-02;2025-06-02T04:00:00-04:00
user_increasing_dailyreadiness_20250603_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250603_1;84;{"hrv_balance":73,"resting_heart_rate":75,"recovery_index":82,"body_temperature":91,"previous_night":84,"previous_day_activity":93,"sleep_balance":86,"activity_balance":88,"sleep_regularity":94};0.15;2025-06-03;2025-06-03T04:00:00-04:00
user_increasing_dailyreadiness_20250604_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250604_1;77;{"hrv_balance":68,"resting_heart_rate":69,"recovery_index":75,"body_temperature":93,"previous_night":71,"previous_day_activity":82,"sleep_balance":84,"activity_balance":80,"sleep_regularity":62};0.07;2025-06-04;2025-06-04T04:00:00-04:00
user_increasing_dailyreadiness_20250605_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250605_1;86;{"hrv_balance":86,"resting_heart_rate":72,"recovery_index":78,"body_temperature":92,"previous_night":83,"previous_day_activity":89,"sleep_balance":83,"activity_balance":84,"sleep_regularity":91};-0.06;2025-06-05;2025-06-05T04:00:00-04:00
user_increasing_dailyreadiness_20250606_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250606_1;84;{"hrv_balance":83,"resting_heart_rate":80,"recovery_index":83,"body_temperature":78,"previous_night":85,"previous_day_activity":93,"sleep_balance":85,"activity_balance":82,"sleep_regularity":90};0.27;2025-06-06;2025-06-06T04:00:00-04:00
user_increasing_dailyreadiness_20250607_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250607_1;88;{"hrv_balance":91,"resting_heart_rate":78,"recovery_index":80,"body_temperature":95,"previous_night":85,"previous_day_activity":86,"sleep_balance":84,"activity_balance":88,"sleep_regularity":91};0.07;2025-06-07;2025-06-07T04:00:00-04:00
user_increasing_dailyreadiness_20250608_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250608_1;78;{"hrv_balance":71,"resting_heart_rate":69,"recovery_index":63,"body_temperature":91,"previous_night":83,"previous_day_activity":66,"sleep_balance":84,"activity_balance":79,"sleep_regularity":88};0.14;2025-06-08;2025-06-08T04:00:00-04:00
user_increasing_dailyreadiness_20250609_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250609_1;84;{"hrv_balance":88,"resting_heart_rate":75,"recovery_index":80,"body_temperature":94,"previous_night":81,"previous_day_activity":97,"sleep_balance":84,"activity_balance":84,"sleep_regularity":90};-0.00;2025-06-09;2025-06-09T04:00:00-04:00
user_increasing_dailyreadiness_20250610_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250610_1;87;{"hrv_balance":81,"resting_heart_rate":86,"recovery_index":88,"body_temperature":95,"previous_night":86,"previous_day_activity":88,"sleep_balance":84,"activity_balance":84,"sleep_regularity":93};0.04;2025-06-10;2025-06-10T04:00:00-04:00
user_increasing_dailyreadiness_20250611_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250611_1;88;{"hrv_balance":85,"resting_heart_rate":73,"recovery_index":83,"body_temperature":96,"previous_night":87,"previous_day_activity":96,"sleep_balance":86,"activity_balance":83,"sleep_regularity":95};0.03;2025-06-11;2025-06-11T04:00:00-04:00
user_increasing_dailyreadiness_20250612_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250612_1;85;{"hrv_balance":84,"resting_heart_rate":71,"recovery_index":80,"body_temperature":91,"previous_night":86,"previous_day_activity":81,"sleep_balance":86,"activity_balance":86,"sleep_regularity":94};-0.05;2025-06-12;2025-06-12T04:00:00-04:00
user_increasing_dailyreadiness_20250613_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250613_1;78;{"hrv_balance":75,"resting_heart_rate":53,"recovery_index":65,"body_temperature":81,"previous_night":76,"previous_day_activity":96,"sleep_balance":86,"activity_balance":85,"sleep_regularity":93};0.23;2025-06-13;2025-06-13T04:00:00-04:00
user_increasing_dailyreadiness_20250614_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyreadiness_20250614_1;87;{"hrv_balance":84,"resting_heart_rate":86,"recovery_index":89,"body_temperature":88,"previous_night":81,"previous_day_activity":91,"sleep_balance":86,"activity_balance":83,"sleep_regularity":93};0.19;2025-06-14;2025-06-14T04:00:00-04:00
