DailyStressKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;stress_high;recovery_high;day_summary;day;timestamp
user_declining_dailystress_20250617_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailystress_20250617_1;13186;5503;normal;2025-06-17;2025-06-17T04:00:00-04:00
user_declining_dailystress_20250618_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailystress_20250618_1;12792;2034;normal;2025-06-18;2025-06-18T04:00:00-04:00
user_declining_dailystress_20250619_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailystress_20250619_1;22900;5602;stressful;2025-06-19;2025-06-19T04:00:00-04:00
user_declining_dailystress_20250620_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailystress_20250620_1;19373;1440;stressful;2025-06-20;2025-06-20T04:00:00-04:00
user_declining_dailystress_20250621_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailystress_20250621_1;9789;5182;normal;2025-06-21;2025-06-21T04:00:00-04:00
user_declining_dailystress_20250622_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailystress_20250622_1;11021;10458;balanced;2025-06-22;2025-06-22T04:00:00-04:00
user_declining_dailystress_20250623_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailystress_20250623_1;16452;1440;stressful;2025-06-23;2025-06-23T04:00:00-04:00
user_declining_dailystress_20250624_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailystress_20250624_1;15478;3236;normal;2025-06-24;2025-06-24T04:00:00-04:00
user_declining_dailystress_20250625_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailystress_20250625_1;17405;2339;stressful;2025-06-25;2025-06-25T04:00:00-04:00
user_declining_dailystress_20250626_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailystress_20250626_1;14934;5448;normal;2025-06-26;2025-06-26T04:00:00-04:00
user_declining_dailystress_20250627_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailystress_20250627_1;17312;1440;stressful;2025-06-27;2025-06-27T04:00:00-04:00
user_declining_dailystress_20250628_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailystress_20250628_1;9884;6588;normal;2025-06-28;2025-06-28T04:00:00-04:00
user_declining_dailystress_20250629_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailystress_20250629_1;8962;9201;balanced;2025-06-29;2025-06-29T04:00:00-04:00
user_declining_dailystress_20250630_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailystress_20250630_1;15083;1440;normal;2025-06-30;2025-06-30T04:00:00-04:00
